date,vol
2025-03-31,21.489039559215133
2025-04-01,18.75477220984085
2025-04-02,20.191037019256065
2025-04-03,18.078182879161925
2025-04-04,20.235921075149324
2025-04-07,22.004943112377347
2025-04-08,22.08763678327289
2025-04-09,19.67009302210775
2025-04-10,22.89311701593066
2025-04-11,20.36407893195858
2025-04-14,21.812543274492814
2025-04-15,22.31221855591767
2025-04-16,21.594624309714398
2025-04-17,17.447360997105708
2025-04-18,18.468330264143766
2025-04-21,18.528940498898102
2025-04-22,17.767534220096408
2025-04-23,19.99513456064969
2025-04-24,21.95148882948642
2025-04-25,22.34984406881962
2025-04-28,21.811628367902312
2025-04-29,21.381796988486247
2025-04-30,20.40566669789186
2025-05-01,18.994557262308824
2025-05-02,17.89778254059368
2025-05-05,20.216778509725685
2025-05-06,19.598175784249204
2025-05-07,19.508323772535764
2025-05-08,19.557602259517086
2025-05-09,21.24674125463747
