date,vol
2025-03-31,21.881529556370687
2025-04-01,21.705128038714328
2025-04-02,17.802000282615396
2025-04-03,21.71010244864079
2025-04-04,19.749949953174212
2025-04-07,19.660752831733248
2025-04-08,20.319137489891766
2025-04-09,19.37980731592068
2025-04-10,19.731552025565865
2025-04-11,17.83851803241298
2025-04-14,20.134103908729468
2025-04-15,18.73822010071441
2025-04-16,18.007483582487144
2025-04-17,20.54780038150428
2025-04-18,21.460910488581778
2025-04-21,18.883221420117653
2025-04-22,21.745392014238934
2025-04-23,18.792695709179178
2025-04-24,20.17313195533075
2025-04-25,21.13386923569485
2025-04-28,21.445429244177504
2025-04-29,19.145060333268958
2025-04-30,19.647869017958715
2025-05-01,19.160158680698782
2025-05-02,21.288119375876633
2025-05-05,21.092367717225002
2025-05-06,19.993627615734365
2025-05-07,19.50226678675158
2025-05-08,21.301301999147196
2025-05-09,21.511766328113165
