date,open,high,low,close
2025-03-28,49.07686230986909,50.09294629222969,47.93371992005592,48.40363196059403
2025-03-31,47.57762167468326,48.8614361733628,47.65660935591982,49.12975604510586
2025-04-01,48.03820924644466,48.26394261477989,46.83850611032623,48.25018485446651
2025-04-02,47.37889714847895,47.97167202158993,46.496210509740116,46.897535296625406
2025-04-03,47.40498105402231,48.3216080754,46.1938956928914,46.982460176061565
2025-04-04,46.21061624114347,47.9802912155179,45.08922586945137,46.90834942623327
2025-04-07,46.24973906983104,47.80296068439407,45.880843183405084,46.02126230922057
2025-04-08,43.34862807696427,44.505226580198666,42.846653936863916,43.19011044348627
2025-04-09,43.0032477025094,43.65655264140441,42.66517314924432,43.33145580679655
2025-04-10,44.928823051780185,45.911672720677245,44.10675603604831,45.08529329522591
2025-04-11,46.82003229045424,47.13451432891769,46.25357469269469,46.83194806042022
2025-04-14,47.63026466241346,48.17452806634187,47.47679177412693,47.69603543472803
2025-04-15,47.36476642729346,48.62868958483002,47.367204950257374,48.55032582680781
2025-04-16,47.15856813737507,47.90134770928801,46.37762945540033,48.42129457282129
2025-04-17,46.78677977360436,47.7673765392042,46.443923967231584,47.42025452676898
2025-04-18,46.824189399317504,48.11994914892124,45.810028182607574,46.798910300356916
2025-04-21,47.27949195565531,46.65821179042116,45.49173590980379,46.493819696127396
2025-04-22,46.3985129067193,47.20556614759149,44.950135654551346,46.66135378831685
2025-04-23,44.141647457777914,44.6387670015609,44.11954614501314,43.75506978650639
2025-04-24,45.64639530696298,45.92634497396573,45.515059372837406,45.354646869955346
2025-04-25,46.874067016549105,47.002853331731615,45.46037125810914,47.41210042989976
2025-04-28,46.868047848472116,47.507737336571495,46.017711855299034,48.013458461869
2025-04-29,50.04387179949797,50.77299468897149,49.203300156075734,49.4831149002656
2025-04-30,51.2354439690726,50.17002467890825,48.68716155645738,49.73101706588819
2025-05-01,50.47130875059808,51.92475298952861,49.79766327740002,49.85546963128863
2025-05-02,47.97083750710634,48.8045201428958,47.70550605505835,47.95463085719733
2025-05-05,48.53646474265726,49.868991665205485,49.45645807202968,49.086796349628344
2025-05-06,48.47729285516903,49.738401799694365,47.6193220171633,48.84127874578322
2025-05-07,50.39154644721807,51.81476629282238,50.62795003679994,51.46725145877007
2025-05-08,49.8395133966685,51.72706411810169,49.19867725347363,51.08538563126352
