date,open,high,low,close
2025-03-28,48.10559664276928,49.79223121684358,47.40303418296408,48.29274039892228
2025-03-31,46.91408501796991,48.28566029139807,46.020168450949164,47.82462128640486
2025-04-01,46.527986242527504,47.201430937016575,45.39875305205105,45.958712164043924
2025-04-02,45.017539722040446,46.01260395526991,43.90565254950652,45.69372290991565
2025-04-03,45.463493799019595,46.98820180275248,44.40205127552834,45.76641417472542
2025-04-04,44.09472137976858,44.00262662230412,42.44967200914476,44.75781254326794
2025-04-07,45.31298607949803,46.0454701904335,45.530014094204226,46.00546178216069
2025-04-08,43.96502491114629,45.37300441444902,43.40784065149586,44.054983470869814
2025-04-09,44.80189890588569,45.56981531731948,43.938109438452464,44.59093209158723
2025-04-10,43.66452189800803,44.199975546867066,42.86916500192189,43.09339686430615
2025-04-11,42.866773287381164,43.85389407966118,41.87949154103326,43.04269194093135
2025-04-14,43.05578733817721,44.398172876687866,42.99240627955421,43.08546847860436
2025-04-15,44.61649703967961,44.46291496360439,44.24927096736228,44.99555235867256
2025-04-16,45.36056487228377,44.633498536735694,44.30834111134777,44.5521523171611
2025-04-17,44.381315380479634,45.430867250853495,43.99095067360292,44.535498395549496
2025-04-18,44.591080810128595,44.798174705563554,43.986671991868995,43.618904705385056
2025-04-21,43.99615978427009,45.4126146230818,43.95065391377514,44.5452871968571
2025-04-22,43.64162291687329,44.29256985854727,43.983729223593514,44.409289077343274
2025-04-23,44.16509986881879,44.38973776346614,43.90374998655775,44.88518774155405
2025-04-24,44.176818374915705,44.96079048527853,42.57601517953332,43.73038908916518
2025-04-25,42.7701415804786,43.981062232081385,42.03857734216566,44.02765760411405
2025-04-28,43.35440799771751,45.21277506792144,42.2591526486703,43.774424842208596
2025-04-29,45.107179262945394,44.65685628561566,43.821188487260684,42.700534305459726
2025-04-30,43.11873009227184,44.281855067329616,44.031113701000876,44.33129283972837
2025-05-01,43.118703915103744,43.84142135514969,42.53903261672257,42.93096549517753
2025-05-02,42.43478035111893,43.37347563786883,43.0433401713924,43.58512096485629
2025-05-05,41.63380463012338,42.276401577222906,41.34139524255853,42.380221328347346
2025-05-06,41.14943610258268,42.329347168332916,41.185231124550285,41.741710448680585
2025-05-07,42.35776941913408,42.987184971510715,42.015690310398796,42.78089200735248
2025-05-08,40.39236431769891,42.45984644650425,40.712798446916224,41.810683503642885
