date,vol
2025-03-31,18.45237157735844
2025-04-01,20.05433077946452
2025-04-02,19.83885361236895
2025-04-03,21.595656784515484
2025-04-04,21.599186442226205
2025-04-07,20.53946222948428
2025-04-08,21.368662671715132
2025-04-09,16.959045469477097
2025-04-10,18.740620126468457
2025-04-11,19.88016973330519
2025-04-14,19.1499074984133
2025-04-15,19.385974447124955
2025-04-16,20.19115811951045
2025-04-17,21.357224489851525
2025-04-18,21.579380816484598
2025-04-21,16.76856945985081
2025-04-22,21.068549262288002
2025-04-23,19.77588829241721
2025-04-24,20.688121446311623
2025-04-25,19.77824453921259
2025-04-28,18.48060480283273
2025-04-29,20.325818867303283
2025-04-30,21.912369316171908
2025-05-01,23.05490479089316
2025-05-02,18.026720818551468
2025-05-05,21.30979303173619
2025-05-06,22.11341730722129
2025-05-07,19.54753004032723
2025-05-08,19.620769866882934
2025-05-09,20.785332510775053
