date,vol
2025-03-31,18.447854841974717
2025-04-01,18.711728594982887
2025-04-02,21.99756342282107
2025-04-03,20.012397867443404
2025-04-04,20.327423028534586
2025-04-07,18.47465306948908
2025-04-08,18.964888970679215
2025-04-09,19.729389664856573
2025-04-10,17.924003508401242
2025-04-11,19.055668176190938
2025-04-14,22.24712138368526
2025-04-15,17.306456870758556
2025-04-16,20.11597963471938
2025-04-17,19.738162466577137
2025-04-18,21.11785542118016
2025-04-21,20.13565446470311
2025-04-22,19.32262505583453
2025-04-23,20.51103064031302
2025-04-24,24.916175829111072
2025-04-25,20.88346823897292
2025-04-28,18.029057366322835
2025-04-29,19.578538335737683
2025-04-30,21.115571584718413
2025-05-01,19.528587611492085
2025-05-02,21.492428293416417
2025-05-05,18.891853697351042
2025-05-06,20.070283339565584
2025-05-07,18.406131069483575
2025-05-08,21.631691951298425
2025-05-09,16.45798828675795
