date,vol
2025-03-31,19.22471578603921
2025-04-01,20.322320167955766
2025-04-02,20.660706363034826
2025-04-03,18.811505505347927
2025-04-04,19.617226987491737
2025-04-07,18.44666478488081
2025-04-08,18.68325279472034
2025-04-09,17.41540499017603
2025-04-10,20.490221092762134
2025-04-11,21.570714867658545
2025-04-14,21.989081605114855
2025-04-15,20.468286591231855
2025-04-16,20.35654111243454
2025-04-17,20.640561498220972
2025-04-18,19.491034065833627
2025-04-21,23.6604207572081
2025-04-22,20.839278719498214
2025-04-23,18.494362651043147
2025-04-24,16.94826660364236
2025-04-25,18.725393757856104
2025-04-28,18.932964255091548
2025-04-29,20.203484726064847
2025-04-30,16.50078540251467
2025-05-01,18.853434906522462
2025-05-02,23.52867801522567
2025-05-05,22.063790172395116
2025-05-06,20.832533440623227
2025-05-07,19.988791181008956
2025-05-08,20.53504146629129
2025-05-09,18.863279008685417
