date,vol
2025-03-31,20.303613068948515
2025-04-01,19.882805372923784
2025-04-02,21.739733859409952
2025-04-03,18.5308154692813
2025-04-04,21.85512175322302
2025-04-07,19.066190670075454
2025-04-08,22.429752564809917
2025-04-09,21.4083359490106
2025-04-10,23.25954365355514
2025-04-11,19.406169281042523
2025-04-14,20.829784440200854
2025-04-15,20.94644151630752
2025-04-16,22.958236389906325
2025-04-17,23.085742064579655
2025-04-18,20.346059824038086
2025-04-21,21.97407653707576
2025-04-22,20.00756516329998
2025-04-23,21.382532504652012
2025-04-24,23.05912512985502
2025-04-25,20.918675082625438
2025-04-28,17.600285704689643
2025-04-29,20.132708756300584
2025-04-30,17.91039507221996
2025-05-01,20.719259552370982
2025-05-02,18.651020665696958
2025-05-05,19.692306281468767
2025-05-06,19.63569789809186
2025-05-07,20.44893563862936
2025-05-08,22.882436035999223
2025-05-09,18.744518717411456
