date,open,high,low,close
2025-03-28,49.113417779852796,49.30467039487064,48.35928438818207,48.765606344962144
2025-03-31,47.948730606349265,48.019123181603774,47.36145890274622,47.41062741688796
2025-04-01,49.281939626025434,49.47810295387183,49.01967621575135,48.72869513570573
2025-04-02,49.86002022285928,49.92907509922491,48.614913298047014,49.080915698777176
2025-04-03,48.85978866822116,51.0830880167229,48.88125177465369,50.06918783268813
2025-04-04,48.98233713457682,49.32770886382898,48.550600434077175,47.4058766563019
2025-04-07,48.4853876099282,48.29783091025451,46.7925115652722,48.332342883406994
2025-04-08,46.981180462028924,48.59563282478331,46.071538136331604,48.03991688755546
2025-04-09,46.4778471865062,47.907797147608775,46.20222847906728,46.74223015155854
2025-04-10,45.80646334676822,46.570904632128,46.242031169610755,46.12494382294125
2025-04-11,46.56986112538861,47.272509558766245,44.88863600434739,45.86250523209023
2025-04-14,46.23760485312156,46.14540668991763,45.31148691594244,46.217620950105434
2025-04-15,44.65480787829293,44.10032093889547,42.85895953091502,44.44161031644429
2025-04-16,44.34506641590542,46.0939746089125,43.46536047900071,45.15415897565605
2025-04-17,41.64758734305717,43.034071875887044,41.99352394651849,42.834175630815466
2025-04-18,41.206076726524735,42.96150654810083,41.51643968860205,41.81528540022235
2025-04-21,39.55581549069916,42.48826652895,39.681742126965474,41.18783413625342
2025-04-22,41.2036147816228,41.893268351876586,39.73269292119098,41.518265511381124
2025-04-23,39.70103854401722,41.00384202929427,38.702611673291386,40.40657721497621
2025-04-24,40.35936328328069,41.435546152247554,39.40691511867193,40.43165517072232
2025-04-25,39.19987630038542,40.704565176553515,38.246605655302496,39.98881703547491
2025-04-28,37.40345018351907,38.910498313765586,36.71945500988465,38.19505256870743
2025-04-29,37.11838968712965,38.2695102755206,36.299393647551575,37.856084102154796
2025-04-30,36.38718559127054,37.27686443077621,35.73680425330807,36.12725799764266
2025-05-01,35.3690167291634,36.66737890671011,34.83433666388773,35.93900530752996
2025-05-02,37.034345097729414,37.28596754691594,36.2220220672708,36.215626712242056
2025-05-05,35.20265270141672,35.84186754081076,35.41085326412786,35.914120931165414
2025-05-06,36.50389819857198,37.60620956978518,35.28735753854863,35.41326658851955
2025-05-07,38.2642617748312,38.37675675252648,36.97680879285733,37.1515806581681
2025-05-08,36.44331290781103,37.869106070948,36.44018169030773,36.41964429708834
