date,vol
2025-03-31,20.800129771814177
2025-04-01,18.828765364850724
2025-04-02,19.819877031727046
2025-04-03,21.603919973678437
2025-04-04,20.344279611431507
2025-04-07,16.950966929476007
2025-04-08,20.679329978641533
2025-04-09,19.468126830050355
2025-04-10,19.769176768819705
2025-04-11,18.40053092350594
2025-04-14,18.03995381230003
2025-04-15,19.903908173017847
2025-04-16,19.311925820419027
2025-04-17,18.600423722221198
2025-04-18,16.70952795256021
2025-04-21,21.173534821148092
2025-04-22,20.098112878269088
2025-04-23,18.350155217249775
2025-04-24,19.168797386441902
2025-04-25,20.302499115785047
2025-04-28,21.417188817893237
2025-04-29,20.0502007816139
2025-04-30,20.249791313318582
2025-05-01,21.997490024350824
2025-05-02,20.665443300563968
2025-05-05,19.338489356192543
2025-05-06,22.437867287460627
2025-05-07,21.984119486050826
2025-05-08,19.719727658733504
2025-05-09,20.45997021526371
