date,vol
2025-03-31,19.13331569892301
2025-04-01,18.928034719617354
2025-04-02,19.92641490794706
2025-04-03,20.109911704900064
2025-04-04,19.07476822653138
2025-04-07,21.196221965157388
2025-04-08,21.98460864969072
2025-04-09,20.151450029257514
2025-04-10,18.003927618932913
2025-04-11,20.990458550058726
2025-04-14,17.76302282180427
2025-04-15,17.240561951445965
2025-04-16,20.726244494002096
2025-04-17,19.8736242877146
2025-04-18,19.906826506926322
2025-04-21,21.85408278643327
2025-04-22,20.30876369403076
2025-04-23,22.26268849200716
2025-04-24,17.10027226356175
2025-04-25,19.910020052919272
2025-04-28,17.30124078095797
2025-04-29,19.442734078541587
2025-04-30,20.12887986771779
2025-05-01,20.506029542754494
2025-05-02,19.526994290751897
2025-05-05,19.06993398567659
2025-05-06,21.01727540408479
2025-05-07,19.27464518665942
2025-05-08,19.699186517910242
2025-05-09,22.82518583220007
