date,vol
2025-03-31,20.997821078181552
2025-04-01,18.83112804284822
2025-04-02,18.75309657619191
2025-04-03,21.19020527398528
2025-04-04,22.435166904332615
2025-04-07,20.037346109461765
2025-04-08,22.678707091799236
2025-04-09,20.31140810477841
2025-04-10,21.401038221682118
2025-04-11,20.54300047290628
2025-04-14,19.34544727332291
2025-04-15,19.31634238496462
2025-04-16,18.67062923383266
2025-04-17,18.341209473294185
2025-04-18,19.48812179895611
2025-04-21,18.632383753337255
2025-04-22,20.435973287200795
2025-04-23,21.396039654289005
2025-04-24,19.7462948179845
2025-04-25,20.39193067536195
2025-04-28,21.495141351101246
2025-04-29,20.652291679351702
2025-04-30,19.952325066799915
2025-05-01,18.737061096759277
2025-05-02,21.719973035699446
2025-05-05,19.67102595862706
2025-05-06,16.358853203495855
2025-05-07,18.786113272532567
2025-05-08,18.827467864032876
2025-05-09,18.409694774935883
