date,vol
2025-03-31,19.71486283653333
2025-04-01,18.906418271728008
2025-04-02,17.45163001669426
2025-04-03,21.64760252368234
2025-04-04,19.798500455870386
2025-04-07,21.95380263298591
2025-04-08,18.21151180951366
2025-04-09,18.156986088797385
2025-04-10,21.633761786856653
2025-04-11,21.56297945100217
2025-04-14,18.907855500677922
2025-04-15,20.007093521720993
2025-04-16,19.226271657534898
2025-04-17,18.43511724924386
2025-04-18,19.656884792389384
2025-04-21,21.404012106691457
2025-04-22,19.243155968887127
2025-04-23,21.649480073985412
2025-04-24,20.736504062457776
2025-04-25,19.208761302690178
2025-04-28,17.240410008436246
2025-04-29,20.513106874105866
2025-04-30,19.011449170177436
2025-05-01,18.550996478121714
2025-05-02,18.975692069120715
2025-05-05,19.764304586128333
2025-05-06,18.016633033352566
2025-05-07,21.358065865715513
2025-05-08,20.79658226109525
2025-05-09,21.238507109862034
