date,vol
2025-03-31,18.70255203066331
2025-04-01,20.545856015841117
2025-04-02,25.198387525242214
2025-04-03,21.927028776598995
2025-04-04,20.957180945429112
2025-04-07,21.693314587001968
2025-04-08,17.98798853116991
2025-04-09,19.817262685009364
2025-04-10,16.598858915793166
2025-04-11,19.450839330986305
2025-04-14,18.12277150074858
2025-04-15,20.120615507570637
2025-04-16,20.49161623526348
2025-04-17,20.640663586765204
2025-04-18,19.906236485782916
2025-04-21,20.711614467474778
2025-04-22,20.52954228936039
2025-04-23,21.193159175404315
2025-04-24,20.041535518857728
2025-04-25,19.877817533030925
2025-04-28,20.774724634539684
2025-04-29,20.378162109248837
2025-04-30,21.797355154920194
2025-05-01,20.463977167294697
2025-05-02,20.072952609823737
2025-05-05,22.388068204541533
2025-05-06,19.46370782673066
2025-05-07,16.38180548599945
2025-05-08,17.906149140955005
2025-05-09,22.35510111266261
