date,open,high,low,close
2025-03-28,51.00115225291231,51.47018652399981,49.89719236511738,50.35351189675319
2025-03-31,52.802483912186226,52.60816139231924,51.27496534091783,52.39933267900653
2025-04-01,52.20615160672839,51.48629035230073,50.42118214132973,51.7948221538211
2025-04-02,51.18943654551013,51.86875611405664,51.370310475952515,51.3654758886192
2025-04-03,52.76474567096349,53.593500479297994,51.61592924889303,52.51226392243902
2025-04-04,54.27843956813231,53.74910408264215,53.524157770413474,52.7138236373302
2025-04-07,52.872265275446544,53.69096691750966,52.893406572599794,53.51953842196489
2025-04-08,53.62204310018118,53.96075461660995,52.87598366315449,52.87619786234026
2025-04-09,53.85202163380927,55.052035374198596,53.2359853057359,52.901092390973375
2025-04-10,52.58804542301168,54.75982028466884,52.474970155610386,52.656062108132375
2025-04-11,54.865917186326335,54.085000970682124,52.43688404926638,53.19120465860181
2025-04-14,54.47721818779987,55.572378615224665,53.55557418262682,54.5517598778683
2025-04-15,52.252454808038806,53.142214110072544,51.487184833619985,52.411419198014556
2025-04-16,53.27976075765737,54.27979515949991,52.28422000806122,53.724104603964975
2025-04-17,53.543402351511524,54.637677600701466,52.38145342867687,53.10102648787864
2025-04-18,54.78532341389055,54.82605107613788,53.365474713684534,54.92786867206725
2025-04-21,53.74450798455167,55.32661638569713,54.047833811020006,54.265332386840285
2025-04-22,52.73190852812171,54.09196815298286,52.635349893031254,52.23544532566746
2025-04-23,54.163170000257026,54.23263763604702,53.37372716453259,53.19968187735528
2025-04-24,53.39446177609455,55.29194191696815,52.63798776550065,54.26573843401397
2025-04-25,53.695183331730654,53.889837357813164,51.96472633395314,53.54484044021668
2025-04-28,52.06786607338937,54.22139385456026,52.73898298469018,53.21428976756368
2025-04-29,52.67535478797891,52.6359354572649,51.59675256343736,52.59926069364043
2025-04-30,51.1089428986671,52.28030724635306,49.999719089509306,51.26160239760936
2025-05-01,53.2531157002721,54.51080367148096,53.65445735866973,54.02557541600734
2025-05-02,54.55223338810602,55.6857968227603,54.19962830497607,54.024245949141154
2025-05-05,55.44994797390109,56.06690281674613,54.679789822493596,55.64085183927148
2025-05-06,55.13771618310352,56.2262390275752,55.21093524067824,55.74488211286053
2025-05-07,57.092930856889055,57.22849987529581,55.701241244705145,56.844045725538024
2025-05-08,57.60820138163934,57.522679294961286,56.44303167726023,56.22638414228198
