date,vol
2025-03-31,20.129017369802593
2025-04-01,16.629201509231574
2025-04-02,20.542032560568376
2025-04-03,16.7337556630151
2025-04-04,18.86393449886313
2025-04-07,20.107754003573312
2025-04-08,20.65782295716337
2025-04-09,21.75719016915521
2025-04-10,20.14512664557668
2025-04-11,22.225150402475702
2025-04-14,21.732762627415717
2025-04-15,19.045936016722425
2025-04-16,19.152002255231274
2025-04-17,21.31215675473894
2025-04-18,20.26692414113842
2025-04-21,20.867165361672704
2025-04-22,21.404574250410974
2025-04-23,20.573216168066573
2025-04-24,20.610962627320493
2025-04-25,22.268943672479324
2025-04-28,17.57921730563464
2025-04-29,20.990742934129162
2025-04-30,17.465471221050723
2025-05-01,18.09616791666544
2025-05-02,20.52819585716915
2025-05-05,22.47961700315283
2025-05-06,19.02908697030773
2025-05-07,20.632317945803536
2025-05-08,20.128132139260078
2025-05-09,18.000244306806913
